ShowID,ShowName,LastEp,ShowData 
'1865769',Jessie,98,"[[1, 6.8, '#cfa6a'], [2, 7.3, '#cfa6a'], [3, 7.9, '#cfa6a'], [4, 7.2, '#cfa6a'], [5, 7.3, '#cfa6a'], [6, 7.4, '#cfa6a'], [7, 7.2, '#cfa6a'], [8, 7.9, '#cfa6a'], [9, 7.2, '#cfa6a'], [10, 7.8, '#cfa6a'], [11, 7.5, '#cfa6a'], [12, 7.1, '#cfa6a'], [13, 7.3, '#cfa6a'], [14, 7.4, '#cfa6a'], [15, 6.9, '#cfa6a'], [16, 7.1, '#cfa6a'], [17, 7.5, '#cfa6a'], [18, 7.1, '#cfa6a'], [19, 7.5, '#cfa6a'], [20, 7.1, '#cfa6a'], [21, 7.3, '#cfa6a'], [22, 7.2, '#cfa6a'], [23, 7.9, '#cfa6a'], [24, 7.1, '#cfa6a'], [25, 7.2, '#cfa6a'], [26, 7.4, '#cfa6a'], [27, 7.7, '#71c7e4'], [28, 7.6, '#71c7e4'], [29, 7.2, '#71c7e4'], [30, 7.3, '#71c7e4'], [31, 7.0, '#71c7e4'], [32, 7.4, '#71c7e4'], [33, 7.8, '#71c7e4'], [34, 6.8, '#71c7e4'], [35, 7.2, '#71c7e4'], [36, 8.0, '#71c7e4'], [37, 7.5, '#71c7e4'], [38, 7.9, '#71c7e4'], [39, 7.5, '#71c7e4'], [40, 7.0, '#71c7e4'], [41, 7.8, '#71c7e4'], [42, 7.1, '#71c7e4'], [43, 7.3, '#71c7e4'], [44, 6.9, '#71c7e4'], [45, 6.5, '#71c7e4'], [46, 7.3, '#71c7e4'], [47, 7.3, '#71c7e4'], [48, 7.2, '#71c7e4'], [49, 7.0, '#71c7e4'], [50, 6.9, '#71c7e4'], [51, 7.3, '#71c7e4'], [52, 7.3, '#71c7e4'], [53, 7.9, '#2df4ba'], [54, 7.2, '#2df4ba'], [55, 7.2, '#2df4ba'], [56, 7.0, '#2df4ba'], [57, 8.0, '#2df4ba'], [58, 7.5, '#2df4ba'], [59, 7.8, '#2df4ba'], [60, 7.2, '#2df4ba'], [61, 7.1, '#2df4ba'], [62, 6.3, '#2df4ba'], [63, 8.2, '#2df4ba'], [64, 7.3, '#2df4ba'], [65, 6.9, '#2df4ba'], [66, 6.6, '#2df4ba'], [67, 6.9, '#2df4ba'], [68, 7.1, '#2df4ba'], [69, 6.7, '#2df4ba'], [70, 6.6, '#2df4ba'], [71, 6.8, '#2df4ba'], [72, 7.3, '#2df4ba'], [73, 7.4, '#2df4ba'], [74, 6.9, '#2df4ba'], [75, 7.2, '#2df4ba'], [76, 7.0, '#2df4ba'], [77, 7.1, '#2df4ba'], [78, 7.4, '#2df4ba'], [79, 7.3, '#8027e8'], [80, 7.7, '#8027e8'], [81, 7.3, '#8027e8'], [82, 7.6, '#8027e8'], [83, 7.9, '#8027e8'], [84, 7.6, '#8027e8'], [85, 7.9, '#8027e8'], [86, 7.6, '#8027e8'], [87, 7.8, '#8027e8'], [88, 7.6, '#8027e8'], [89, 7.6, '#8027e8'], [90, 7.0, '#8027e8'], [91, 8.0, '#8027e8'], [92, 7.8, '#8027e8'], [93, 7.3, '#8027e8'], [94, 6.9, '#8027e8'], [95, 6.9, '#8027e8'], [96, 7.9, '#8027e8'], [97, 7.3, '#8027e8'], [98, 8.2, '#8027e8']]"
'1192169',Ben 10: Alien Force,46,"[[1, 8.1, '#bcf22c'], [2, 8.4, '#bcf22c'], [3, 7.6, '#bcf22c'], [4, 8.1, '#bcf22c'], [5, 7.8, '#bcf22c'], [6, 8.5, '#bcf22c'], [7, 8.3, '#bcf22c'], [8, 8.4, '#bcf22c'], [9, 8.1, '#bcf22c'], [10, 8.8, '#bcf22c'], [11, 8.2, '#bcf22c'], [12, 8.0, '#bcf22c'], [13, 8.0, '#bcf22c'], [14, 8.0, '#d785b7'], [15, 8.6, '#d785b7'], [16, 8.5, '#d785b7'], [17, 8.3, '#d785b7'], [18, 8.0, '#d785b7'], [19, 8.0, '#d785b7'], [20, 7.8, '#d785b7'], [21, 8.6, '#d785b7'], [22, 8.0, '#d785b7'], [23, 7.8, '#d785b7'], [24, 7.9, '#d785b7'], [25, 8.4, '#d785b7'], [26, 8.4, '#d785b7'], [27, 8.0, '#8fac17'], [28, 8.1, '#8fac17'], [29, 7.2, '#8fac17'], [30, 7.5, '#8fac17'], [31, 7.6, '#8fac17'], [32, 7.3, '#8fac17'], [33, 7.9, '#8fac17'], [34, 8.4, '#8fac17'], [35, 7.5, '#8fac17'], [36, 7.7, '#8fac17'], [37, 7.8, '#8fac17'], [38, 7.9, '#8fac17'], [39, 8.3, '#8fac17'], [40, 8.1, '#8fac17'], [41, 7.8, '#8fac17'], [42, 8.2, '#8fac17'], [43, 7.6, '#8fac17'], [44, 8.0, '#8fac17'], [45, 8.4, '#8fac17'], [46, 9.0, '#8fac17']]"
'1622696',Ben 10: Ultimate Alien,52,"[[1, 8.1, '#13bb71'], [2, 8.0, '#13bb71'], [3, 8.7, '#13bb71'], [4, 7.7, '#13bb71'], [5, 8.6, '#13bb71'], [6, 8.6, '#13bb71'], [7, 8.7, '#13bb71'], [8, 8.7, '#13bb71'], [9, 8.6, '#13bb71'], [10, 8.5, '#13bb71'], [11, 8.4, '#13bb71'], [12, 8.3, '#13bb71'], [13, 8.1, '#13bb71'], [14, 8.5, '#13bb71'], [15, 8.8, '#13bb71'], [16, 8.3, '#13bb71'], [17, 8.1, '#13bb71'], [18, 8.5, '#13bb71'], [19, 8.3, '#13bb71'], [20, 8.3, '#13bb71'], [21, 7.9, '#22cfc6'], [22, 8.2, '#22cfc6'], [23, 7.9, '#22cfc6'], [24, 8.2, '#22cfc6'], [25, 8.2, '#22cfc6'], [26, 8.5, '#22cfc6'], [27, 7.9, '#22cfc6'], [28, 8.1, '#22cfc6'], [29, 8.8, '#22cfc6'], [30, 8.8, '#22cfc6'], [31, 8.2, '#22cfc6'], [32, 8.5, '#22cfc6'], [33, 8.3, '#e3e8a'], [34, 8.2, '#e3e8a'], [35, 8.8, '#e3e8a'], [36, 8.4, '#e3e8a'], [37, 7.9, '#e3e8a'], [38, 8.3, '#e3e8a'], [39, 8.1, '#e3e8a'], [40, 7.3, '#e3e8a'], [41, 6.2, '#e3e8a'], [42, 8.1, '#e3e8a'], [43, 8.0, '#e3e8a'], [44, 8.2, '#e3e8a'], [45, 8.5, '#e3e8a'], [46, 7.9, '#e3e8a'], [47, 8.5, '#e3e8a'], [48, 8.0, '#e3e8a'], [49, 8.6, '#e3e8a'], [50, 8.5, '#e3e8a'], [51, 8.2, '#e3e8a'], [52, 8.1, '#e3e8a']]"
'760437',Ben 10,51,"[[1, 7.8, '#75bcd1'], [2, 7.3, '#75bcd1'], [3, 7.4, '#75bcd1'], [4, 7.5, '#75bcd1'], [5, 8.2, '#75bcd1'], [6, 7.3, '#75bcd1'], [7, 8.3, '#75bcd1'], [8, 7.8, '#75bcd1'], [9, 8.3, '#75bcd1'], [10, 8.0, '#75bcd1'], [11, 7.5, '#75bcd1'], [12, 7.4, '#75bcd1'], [13, 8.5, '#75bcd1'], [14, 7.9, '#b93efe'], [15, 7.5, '#b93efe'], [16, 8.4, '#b93efe'], [17, 8.0, '#b93efe'], [18, 8.1, '#b93efe'], [19, 7.6, '#b93efe'], [20, 8.0, '#b93efe'], [21, 7.8, '#b93efe'], [22, 8.0, '#b93efe'], [23, 7.7, '#b93efe'], [24, 8.4, '#b93efe'], [25, 7.8, '#b93efe'], [26, 8.9, '#b93efe'], [27, 8.5, '#b53871'], [28, 7.7, '#b53871'], [29, 8.2, '#b53871'], [30, 7.5, '#b53871'], [31, 8.5, '#b53871'], [32, 8.2, '#b53871'], [33, 7.2, '#b53871'], [34, 8.0, '#b53871'], [35, 7.8, '#b53871'], [36, 7.5, '#b53871'], [37, 8.2, '#b53871'], [38, 8.4, '#b53871'], [39, 7.9, '#b53871'], [40, 8.2, '#671908'], [41, 8.0, '#671908'], [42, 7.9, '#671908'], [43, 7.9, '#671908'], [44, 7.3, '#671908'], [45, 7.3, '#671908'], [46, 8.3, '#671908'], [47, 8.1, '#671908'], [48, 8.0, '#671908'], [49, 8.1, '#671908'], [50, 9.1, '#671908'], [51, 9.0, '#671908']]"
'235918',The Fairly OddParents,159,"[[1, 8.0, '#c9b1fe'], [2, 7.9, '#c9b1fe'], [3, 7.3, '#c9b1fe'], [4, 7.5, '#c9b1fe'], [5, 7.6, '#c9b1fe'], [6, 7.5, '#c9b1fe'], [7, 7.9, '#c9b1fe'], [8, 7.4, '#17d2cd'], [9, 7.0, '#17d2cd'], [10, 7.2, '#17d2cd'], [11, 7.2, '#17d2cd'], [12, 6.9, '#17d2cd'], [13, 7.2, '#17d2cd'], [14, 7.1, '#17d2cd'], [15, 7.1, '#17d2cd'], [16, 7.2, '#17d2cd'], [17, 6.9, '#17d2cd'], [18, 7.2, '#17d2cd'], [19, 7.8, '#17d2cd'], [20, 7.2, '#17d2cd'], [21, 7.0, '#17d2cd'], [22, 7.0, '#17d2cd'], [23, 7.7, '#b584a7'], [24, 7.1, '#b584a7'], [25, 5.7, '#b584a7'], [26, 6.6, '#b584a7'], [27, 7.3, '#b584a7'], [28, 6.7, '#b584a7'], [29, 6.8, '#b584a7'], [30, 7.5, '#b584a7'], [31, 7.5, '#b584a7'], [32, 7.1, '#b584a7'], [33, 7.0, '#b584a7'], [34, 6.6, '#b584a7'], [35, 7.0, '#b584a7'], [36, 7.1, '#b584a7'], [37, 6.6, '#b584a7'], [38, 6.5, '#b584a7'], [39, 6.9, '#b584a7'], [40, 8.0, '#edc2d5'], [41, 6.9, '#edc2d5'], [42, 6.7, '#edc2d5'], [43, 7.0, '#edc2d5'], [44, 7.1, '#edc2d5'], [45, 6.3, '#edc2d5'], [46, 6.7, '#edc2d5'], [47, 8.1, '#edc2d5'], [48, 7.1, '#edc2d5'], [49, 6.3, '#edc2d5'], [50, 6.7, '#edc2d5'], [51, 7.2, '#edc2d5'], [52, 6.8, '#760573'], [53, 6.6, '#760573'], [54, 6.9, '#760573'], [55, 7.0, '#760573'], [56, 6.9, '#760573'], [57, 6.8, '#760573'], [58, 6.7, '#760573'], [59, 5.0, '#760573'], [60, 7.4, '#760573'], [61, 6.9, '#760573'], [62, 6.8, '#760573'], [63, 7.3, '#760573'], [64, 6.7, '#760573'], [65, 7.0, '#760573'], [66, 6.5, '#760573'], [67, 6.7, '#760573'], [68, 7.2, '#760573'], [69, 6.8, '#760573'], [70, 7.1, '#760573'], [71, 5.2, '#760573'], [72, 7.5, '#760573'], [73, 6.5, '#bb58cd'], [74, 6.6, '#bb58cd'], [75, 6.3, '#bb58cd'], [76, 6.4, '#bb58cd'], [77, 6.4, '#bb58cd'], [78, 6.5, '#bb58cd'], [79, 6.6, '#bb58cd'], [80, 6.4, '#bb58cd'], [81, 6.0, '#bb58cd'], [82, 5.9, '#bb58cd'], [83, 6.7, '#bb58cd'], [84, 7.0, '#bb58cd'], [85, 7.7, '#31358c'], [86, 7.6, '#31358c'], [87, 7.4, '#31358c'], [88, 6.3, '#31358c'], [89, 6.4, '#31358c'], [90, 6.7, '#31358c'], [91, 6.5, '#31358c'], [92, 6.2, '#31358c'], [93, 6.4, '#31358c'], [94, 6.2, '#31358c'], [95, 6.5, '#31358c'], [96, 5.5, '#31358c'], [97, 6.2, '#31358c'], [98, 6.3, '#31358c'], [99, 6.0, '#31358c'], [100, 5.7, '#31358c'], [101, 5.7, '#31358c'], [102, 6.8, '#31358c'], [103, 6.8, '#a1aca5'], [104, 5.8, '#a1aca5'], [105, 6.6, '#a1aca5'], [106, 6.3, '#a1aca5'], [107, 6.4, '#a1aca5'], [108, 6.2, '#a1aca5'], [109, 6.3, '#a1aca5'], [110, 6.4, '#a1aca5'], [111, 6.5, '#a1aca5'], [112, 6.9, '#a1aca5'], [113, 7.1, '#a1aca5'], [114, 4.9, '#d3292d'], [115, 6.1, '#d3292d'], [116, 6.2, '#d3292d'], [117, 6.1, '#d3292d'], [118, 6.5, '#d3292d'], [119, 6.0, '#d3292d'], [120, 6.5, '#d3292d'], [121, 6.0, '#d3292d'], [122, 5.8, '#d3292d'], [123, 5.2, '#d3292d'], [124, 6.7, '#d3292d'], [125, 5.7, '#d3292d'], [126, 5.4, '#d3292d'], [127, 5.8, '#d3292d'], [128, 6.1, '#d3292d'], [129, 6.1, '#d3292d'], [130, 5.0, '#d3292d'], [131, 5.7, '#d3292d'], [132, 6.2, '#d3292d'], [133, 6.2, '#d3292d'], [134, 5.4, '#d3292d'], [135, 6.0, '#d3292d'], [136, 6.3, '#d3292d'], [137, 6.0, '#d3292d'], [138, 5.8, '#d3292d'], [139, 6.9, '#d3292d'], [140, 3.5, '#433b73'], [141, 5.4, '#433b73'], [142, 4.8, '#433b73'], [143, 5.8, '#433b73'], [144, 5.8, '#433b73'], [145, 6.4, '#433b73'], [146, 7.4, '#433b73'], [147, 6.1, '#433b73'], [148, 6.2, '#433b73'], [149, 6.3, '#433b73'], [150, 4.1, '#433b73'], [151, 6.2, '#433b73'], [152, 4.6, '#433b73'], [153, 6.2, '#433b73'], [154, 4.2, '#433b73'], [155, 3.2, '#433b73'], [156, 5.3, '#433b73'], [157, 6.3, '#433b73'], [158, 5.0, '#433b73'], [159, 4.6, '#433b73']]"
'417299',Avatar: The Last Airbender,61,"[[1, 8.1, '#a222f'], [2, 8.3, '#a222f'], [3, 8.5, '#a222f'], [4, 8.2, '#a222f'], [5, 8.2, '#a222f'], [6, 8.0, '#a222f'], [7, 8.2, '#a222f'], [8, 8.9, '#a222f'], [9, 8.0, '#a222f'], [10, 7.8, '#a222f'], [11, 7.1, '#a222f'], [12, 9.0, '#a222f'], [13, 9.1, '#a222f'], [14, 7.9, '#a222f'], [15, 7.9, '#a222f'], [16, 8.5, '#a222f'], [17, 8.1, '#a222f'], [18, 8.6, '#a222f'], [19, 9.4, '#a222f'], [20, 9.7, '#a222f'], [21, 8.7, '#b5763a'], [22, 8.2, '#b5763a'], [23, 8.4, '#b5763a'], [24, 7.8, '#b5763a'], [25, 7.6, '#b5763a'], [26, 9.2, '#b5763a'], [27, 9.5, '#b5763a'], [28, 9.0, '#b5763a'], [29, 8.6, '#b5763a'], [30, 8.8, '#b5763a'], [31, 8.8, '#b5763a'], [32, 8.4, '#b5763a'], [33, 9.0, '#b5763a'], [34, 8.7, '#b5763a'], [35, 9.2, '#b5763a'], [36, 8.8, '#b5763a'], [37, 9.0, '#b5763a'], [38, 8.6, '#b5763a'], [39, 9.0, '#b5763a'], [40, 9.6, '#b5763a'], [41, 8.7, '#e7702c'], [42, 8.4, '#e7702c'], [43, 8.0, '#e7702c'], [44, 8.8, '#e7702c'], [45, 8.5, '#e7702c'], [46, 9.5, '#e7702c'], [47, 8.2, '#e7702c'], [48, 9.1, '#e7702c'], [49, 7.8, '#e7702c'], [50, 9.1, '#e7702c'], [51, 9.4, '#e7702c'], [52, 8.9, '#e7702c'], [53, 9.2, '#e7702c'], [54, 8.7, '#e7702c'], [55, 9.2, '#e7702c'], [56, 8.9, '#e7702c'], [57, 8.6, '#e7702c'], [58, 9.1, '#e7702c'], [59, 9.5, '#e7702c'], [60, 9.8, '#e7702c'], [61, 9.8, '#e7702c']]"
'366005',Danny Phantom,49,"[[1, 7.3, '#42108'], [2, 7.6, '#42108'], [3, 7.7, '#42108'], [4, 7.8, '#42108'], [5, 8.0, '#42108'], [6, 7.8, '#42108'], [7, 8.3, '#42108'], [8, 7.9, '#42108'], [9, 8.5, '#42108'], [10, 7.7, '#42108'], [11, 8.6, '#42108'], [12, 8.1, '#42108'], [13, 7.7, '#42108'], [14, 7.5, '#42108'], [15, 8.0, '#42108'], [16, 7.7, '#42108'], [17, 8.4, '#42108'], [18, 7.8, '#42108'], [19, 7.8, '#42108'], [20, 8.3, '#42108'], [21, 8.4, '#d7ffc6'], [22, 7.9, '#d7ffc6'], [23, 7.7, '#d7ffc6'], [24, 8.5, '#d7ffc6'], [25, 8.0, '#d7ffc6'], [26, 9.0, '#d7ffc6'], [27, 7.4, '#d7ffc6'], [28, 7.9, '#d7ffc6'], [29, 7.8, '#d7ffc6'], [30, 7.9, '#d7ffc6'], [31, 8.0, '#d7ffc6'], [32, 7.9, '#d7ffc6'], [33, 7.5, '#d7ffc6'], [34, 8.3, '#d7ffc6'], [35, 8.4, '#d7ffc6'], [36, 7.8, '#d7ffc6'], [37, 8.5, '#d7ffc6'], [38, 7.8, '#946df1'], [39, 7.9, '#946df1'], [40, 7.5, '#946df1'], [41, 7.6, '#946df1'], [42, 8.6, '#946df1'], [43, 7.8, '#946df1'], [44, 7.2, '#946df1'], [45, 7.3, '#946df1'], [46, 8.1, '#946df1'], [47, 7.8, '#946df1'], [48, 8.0, '#946df1'], [49, 8.1, '#946df1']]"
'206512',SpongeBob SquarePants,251,"[[1, 8.7, '#c81d90'], [2, 8.6, '#c81d90'], [3, 8.5, '#c81d90'], [4, 8.6, '#c81d90'], [5, 9.2, '#c81d90'], [6, 8.6, '#c81d90'], [7, 8.6, '#c81d90'], [8, 8.4, '#c81d90'], [9, 8.5, '#c81d90'], [10, 8.8, '#c81d90'], [11, 8.5, '#c81d90'], [12, 8.5, '#c81d90'], [13, 8.5, '#c81d90'], [14, 9.1, '#c81d90'], [15, 8.8, '#c81d90'], [16, 8.5, '#c81d90'], [17, 9.3, '#c81d90'], [18, 8.6, '#c81d90'], [19, 8.5, '#c81d90'], [20, 8.8, '#c81d90'], [21, 8.8, '#c31d6b'], [22, 8.9, '#c31d6b'], [23, 8.9, '#c31d6b'], [24, 9.3, '#c31d6b'], [25, 8.8, '#c31d6b'], [26, 8.7, '#c31d6b'], [27, 9.0, '#c31d6b'], [28, 8.8, '#c31d6b'], [29, 8.8, '#c31d6b'], [30, 8.6, '#c31d6b'], [31, 8.9, '#c31d6b'], [32, 8.6, '#c31d6b'], [33, 9.1, '#c31d6b'], [34, 9.3, '#c31d6b'], [35, 9.8, '#c31d6b'], [36, 9.3, '#c31d6b'], [37, 8.6, '#c31d6b'], [38, 9.2, '#c31d6b'], [39, 9.0, '#c31d6b'], [40, 8.8, '#c31d6b'], [41, 8.8, '#ab49f3'], [42, 9.1, '#ab49f3'], [43, 9.1, '#ab49f3'], [44, 9.5, '#ab49f3'], [45, 8.7, '#ab49f3'], [46, 9.2, '#ab49f3'], [47, 8.8, '#ab49f3'], [48, 9.1, '#ab49f3'], [49, 9.0, '#ab49f3'], [50, 9.5, '#ab49f3'], [51, 8.0, '#ab49f3'], [52, 9.6, '#ab49f3'], [53, 8.8, '#ab49f3'], [54, 8.3, '#ab49f3'], [55, 8.6, '#ab49f3'], [56, 8.7, '#ab49f3'], [57, 9.1, '#ab49f3'], [58, 8.7, '#ab49f3'], [59, 8.0, '#ab49f3'], [60, 9.1, '#ab49f3'], [61, 8.1, '#18d831'], [62, 8.4, '#18d831'], [63, 8.5, '#18d831'], [64, 7.6, '#18d831'], [65, 7.6, '#18d831'], [66, 8.2, '#18d831'], [67, 7.9, '#18d831'], [68, 7.6, '#18d831'], [69, 8.6, '#18d831'], [70, 7.6, '#18d831'], [71, 7.4, '#18d831'], [72, 7.3, '#18d831'], [73, 7.5, '#18d831'], [74, 7.3, '#18d831'], [75, 7.3, '#18d831'], [76, 7.2, '#18d831'], [77, 7.0, '#18d831'], [78, 7.8, '#18d831'], [79, 7.2, '#18d831'], [80, 6.9, '#18d831'], [81, 8.1, '#cb5896'], [82, 7.3, '#cb5896'], [83, 6.3, '#cb5896'], [84, 7.1, '#cb5896'], [85, 8.1, '#cb5896'], [86, 7.9, '#cb5896'], [87, 5.8, '#cb5896'], [88, 7.0, '#cb5896'], [89, 7.7, '#cb5896'], [90, 7.0, '#cb5896'], [91, 7.1, '#cb5896'], [92, 5.7, '#cb5896'], [93, 6.6, '#cb5896'], [94, 7.3, '#cb5896'], [95, 7.6, '#cb5896'], [96, 7.2, '#cb5896'], [97, 7.1, '#cb5896'], [98, 6.3, '#cb5896'], [99, 7.2, '#cb5896'], [100, 6.8, '#cb5896'], [101, 6.7, '#b91440'], [102, 6.3, '#b91440'], [103, 7.1, '#b91440'], [104, 7.2, '#b91440'], [105, 3.8, '#b91440'], [106, 6.8, '#b91440'], [107, 6.5, '#b91440'], [108, 6.6, '#b91440'], [109, 6.0, '#b91440'], [110, 6.9, '#b91440'], [111, 7.4, '#b91440'], [112, 5.8, '#b91440'], [113, 6.5, '#b91440'], [114, 6.0, '#b91440'], [115, 6.5, '#b91440'], [116, 5.7, '#b91440'], [117, 5.5, '#b91440'], [118, 5.4, '#b91440'], [119, 6.5, '#b91440'], [120, 6.8, '#b91440'], [121, 7.7, '#b91440'], [122, 7.4, '#b91440'], [123, 5.7, '#b91440'], [124, 6.6, '#fed451'], [125, 4.2, '#fed451'], [126, 5.8, '#fed451'], [127, 6.4, '#fed451'], [128, 3.3, '#fed451'], [129, 6.0, '#fed451'], [130, 7.6, '#fed451'], [131, 7.0, '#fed451'], [132, 7.5, '#fed451'], [133, 5.3, '#fed451'], [134, 3.6, '#fed451'], [135, 6.0, '#fed451'], [136, 6.1, '#fed451'], [137, 7.0, '#fed451'], [138, 6.6, '#fed451'], [139, 5.5, '#fed451'], [140, 6.8, '#fed451'], [141, 6.8, '#fed451'], [142, 7.3, '#fed451'], [143, 7.3, '#fed451'], [144, 6.5, '#fed451'], [145, 7.1, '#fed451'], [146, 6.5, '#fed451'], [147, 7.0, '#fed451'], [148, 6.5, '#fed451'], [149, 6.2, '#fed451'], [150, 7.1, '#520d3f'], [151, 7.0, '#520d3f'], [152, 6.8, '#520d3f'], [153, 7.4, '#520d3f'], [154, 6.4, '#520d3f'], [155, 6.5, '#520d3f'], [156, 6.1, '#520d3f'], [157, 6.4, '#520d3f'], [158, 6.9, '#520d3f'], [159, 7.1, '#520d3f'], [160, 7.5, '#520d3f'], [161, 5.1, '#520d3f'], [162, 5.5, '#520d3f'], [163, 6.6, '#520d3f'], [164, 6.5, '#520d3f'], [165, 6.0, '#520d3f'], [166, 6.7, '#520d3f'], [167, 6.6, '#520d3f'], [168, 6.9, '#520d3f'], [169, 5.4, '#520d3f'], [170, 4.6, '#520d3f'], [171, 7.0, '#520d3f'], [172, 7.2, '#520d3f'], [173, 7.0, '#520d3f'], [174, 6.8, '#520d3f'], [175, 7.2, '#520d3f'], [176, 6.6, '#c927a1'], [177, 6.9, '#c927a1'], [178, 6.0, '#c927a1'], [179, 5.2, '#c927a1'], [180, 6.8, '#c927a1'], [181, 7.8, '#c927a1'], [182, 7.2, '#c927a1'], [183, 8.1, '#c927a1'], [184, 7.8, '#c927a1'], [185, 7.0, '#c927a1'], [186, 4.7, '#c927a1'], [187, 8.0, '#c927a1'], [188, 8.0, '#c927a1'], [189, 8.0, '#c927a1'], [190, 7.9, '#c927a1'], [191, 8.0, '#c927a1'], [192, 7.7, '#c927a1'], [193, 7.6, '#c927a1'], [194, 8.2, '#c927a1'], [195, 8.2, '#c927a1'], [196, 8.1, '#c927a1'], [197, 8.3, '#c927a1'], [198, 8.4, '#c927a1'], [199, 8.2, '#c927a1'], [200, 8.2, '#c927a1'], [201, 8.3, '#c927a1'], [202, 7.6, '#8f9906'], [203, 8.4, '#8f9906'], [204, 8.3, '#8f9906'], [205, 8.4, '#8f9906'], [206, 8.3, '#8f9906'], [207, 8.5, '#8f9906'], [208, 8.1, '#8f9906'], [209, 8.0, '#8f9906'], [210, 8.2, '#8f9906'], [211, 5.0, '#8f9906'], [212, 8.3, '#8f9906'], [213, 7.9, '#4b43ed'], [214, 8.2, '#4b43ed'], [215, 8.0, '#4b43ed'], [216, 7.9, '#4b43ed'], [217, 8.3, '#4b43ed'], [218, 8.0, '#4b43ed'], [219, 7.9, '#4b43ed'], [220, 7.1, '#4b43ed'], [221, 8.3, '#4b43ed'], [222, 7.0, '#4b43ed'], [223, 7.6, '#4b43ed'], [224, 7.7, '#4b43ed'], [225, 7.4, '#4b43ed'], [226, 7.8, '#4b43ed'], [227, 7.6, '#4b43ed'], [228, 4.8, '#4b43ed'], [229, 7.7, '#4b43ed'], [230, 8.2, '#4b43ed'], [231, 6.4, '#4b43ed'], [232, 6.5, '#4b43ed'], [233, 6.2, '#4b43ed'], [234, 8.2, '#4b43ed'], [235, 8.1, '#4b43ed'], [236, 6.7, '#4b43ed'], [237, 6.5, '#4b43ed'], [238, 7.9, '#4b43ed'], [239, 6.3, '#bc0a2c'], [240, 5.5, '#bc0a2c'], [241, 6.9, '#bc0a2c'], [242, 8.1, '#bc0a2c'], [243, 8.2, '#bc0a2c'], [244, 8.7, '#bc0a2c'], [245, 8.6, '#bc0a2c'], [246, 8.2, '#bc0a2c'], [247, 8.4, '#bc0a2c'], [248, 8.3, '#bc0a2c'], [249, 8.5, '#bc0a2c'], [250, 8.4, '#bc0a2c'], [251, 9.1, '#bc0a2c']]"
